premium_id,policy_id,customer_id,premium_amount,premium_frequency,age_band,due_date,paid_date,payment_status,payment_method
PRM002444,P00036,C00122,199.50,quarterly,Under 35,2026-01-08,2026-01-08,paid,pad
PRM002445,P00062,C00096,255.00,quarterly,Under 35,2026-01-08,2026-01-28,late,cheque
PRM002446,P00104,C00100,112.00,monthly,75+,2026-01-08,2026-01-06,paid,cheque
PRM002447,P00106,C00045,185.72,monthly,35-44,2026-01-08,2026-01-08,paid,pad
PRM002448,P00134,C00093,336.00,quarterly,75+,2026-01-08,2026-01-06,paid,credit_card
PRM002449,p00152 ,C00093,384.00,monthly,75+,2026-01-08,2026-01-08,paid,pad
PRM002450,P00024,C00013,358.80,monthly,35-44,2026-01-09,2026-01-07,paid,cheque
PRM002451,P00052,C00082,1344.00,quarterly,75+,2026-01-09,2026-01-07,paid,cheque
PRM002452,P00067,C00064,459.00,quarterly,55-64,2026-01-09,2026-01-08,paid,cheque
PRM002453,P00085,C00054,384.00,monthly,75+,2026-01-09,2026-01-08,paid,pad
PRM002454,P00131,C00067,45.00,monthly,Under 35,2026-01-09,2026-01-06,paid,pad
PRM002455,P00139,C00035,1296.00,yearly,65-74,2026-01-09,2026-01-06,paid,cheque
PRM002456,P00147,C00057,35.00,monthly,Under 35,2026-01-09,,missed,
PRM002457,P00165,C00010,85.00,monthly,Under 35,2026-01-09,2026-01-09,paid,pad
PRM002458,P00180,C00028,478.80,monthly,55-64,2026-01-09,2026-01-09,paid,credit_card
PRM002459,P00049,C00038,288.00,monthly,65-74,2026-01-10,2026-01-08,paid,cheque
PRM002460,P00057,C00033,49.00,monthly,45-54,2026-01-10,2026-01-10,Paid ,cheque
PRM002461,P00047,C00088,76.48,monthly,35-44,2026-01-11,2026-01-10,paid,pad
PRM002462,P00112,C00122,85.00,monthly,Under 35,2026-01-11,2026-01-10,paid,cheque
PRM002463,P00124,C00119,280.80,monthly,65-74,2026-01-11,2026-01-08,paid,pad
PRM002464,P00130,C00142,707.20,monthly,75+,2026-01-11,2026-01-11,paid,pad
PRM002465,P00003,C00107,85.00,monthly,Under 35,2026-01-12,2026-01-12,paid,pad
PRM002466,P00122,C00118,112.00,monthly,75+,2026-01-12,2026-01-10,paid,cheque
PRM002467,P00173,C00051,448.00,monthly,75+,2026-01-12,2026-01-19,late,credit_card
PRM002468,P00016,C00001,63.00,monthly,55-64,2026-01-13,2026-01-13,paid,pad
PRM002469,P00064,C00030,448.00,monthly,75+,2026-01-13,2026-01-10,paid,credit_card
PRM002470,P00074,C00020,638.40,monthly,65-74,2026-01-13,2026-01-10,paid,cheque
PRM002471,P00091,C00090,917.70,quarterly,35-44,2026-01-13,2026-01-18,late,pad
PRM002472,P00132,C00108,49.00,monthly,45-54,2026-01-13,2026-01-13,paid,pad
PRM002473,P00138,C00105,196.00,monthly,45-54,2026-01-13,2026-01-10,paid,credit_card
PRM002474,P00140,C00123,112.00,monthly,75+,2026-01-13,2026-01-19,late,cheque
PRM002475,P00179,C00083,448.00,monthly,75+,2026-01-13,2026-01-13,paid,cheque
PRM002476,P00058,C00077,69.00,monthly,35-44,2026-01-14,2026-01-11,paid,credit_card
PRM002477,P00123,C00042,108.00,monthly,55-64,2026-01-14,2026-01-12,paid,cheque
PRM002478,P00007,C00140,127.40,monthly,45-54,2026-01-15,2026-01-13,paid,cheque
PRM002479,P00041,C00130,98.32,monthly,35-44,2026-01-15,2026-01-14,paid,credit_card
PRM002480,P00059,C00124,85.50,monthly,Under 35,2026-01-15,2026-01-14,paid,cheque
PRM002481,P00118,C00146,530.40,monthly,65-74,2026-01-15,2026-01-13,paid,cheque
PRM002482,P00137,C00064,397.80,monthly,55-64,2026-01-15,2026-01-12,paid,credit_card
PRM002483,P00020,C00131,638.40,monthly,65-74,2026-01-16,2026-01-14,paid,cheque
PRM002484,P00156,C00127,266.00,monthly,Under 35,2026-01-16,2026-01-13,paid,cheque
PRM002485,P00008,C00145,105.00,quarterly,Under 35,2026-01-17,2026-01-17,paid,cheque
PRM002486,P00108,C00060,85.00,monthly,Under 35,2026-01-17,2026-01-17,paid,cheque
PRM002487,P00141,C00092,229.42,quarterly,35-44,2026-01-17,2026-01-15,paid,cheque
PRM002488,P00142,C00091,161.50,monthly,Under 35,2026-01-17,2026-01-17,paid,credit_card
PRM002489,P00025,C00085,499.20,monthly,75+,01/18/2026,2026-01-15,paid,cheque
PRM002490,P00035,C00050,84.00,monthly,65-74,2026-01-18,2026-01-15,paid,pad
PRM002491,P00154,C00123,374.40,monthly,75+,2026-01-18,2026-01-17,paid,cheque
PRM002492,P00045,C00103,131.10,monthly,35-44,2026-01-19,2026-01-16,paid,credit_card
PRM002493,P00103,C00141,484.50,quarterly,Under 35,2026-01-19,2026-01-17,paid,pad
PRM002494,P00120,C00021,262.20,monthly,35-44,2026-01-19,2026-01-18,paid,pad
PRM002495,P00001,C00151,384.00,monthly,75+,2026-01-20,2026-01-18,paid,pad
PRM002496,P00005,C00041,97.75,monthly,35-44,2026-01-20,2026-01-17,paid,credit_card
PRM002497,P00010,C00065,216.00,monthly,55-64,2026-01-20,2026-01-18,paid,pad
PRM002498,P00098,C00089,192.00,monthly,75+,2026-01-20,2026-01-18,paid,cheque
PRM002499,P00076,C00021,262.20,monthly,35-44,01/21/2026,2026-01-20,paid,cheque
PRM002500,P00042,C00129,$478.80 CAD,monthly,55-64,01/22/2026,2026-01-20,paid,cheque
PRM002501,P00086,C00109,374.40,monthly,75+,2026-01-22,2026-02-13,late,cheque
PRM002502,P00090,C00012,216.00,monthly,55-64,2026-01-22,2026-01-19,paid,pad
PRM002503,P00028,C00138,80.50,monthly,35-44,2026-01-23,2026-01-22,paid,cheque
PRM002504,P00056,C00003,120.00,monthly,Under 35,2026-01-23,2026-01-22,paid,credit_card
PRM002505,P00114,C00025,84.00,monthly,65-74,2026-01-23,2026-01-22,paid,cheque
PRM002506,P00151,C00091,364.00,monthly,Under 35,2026-01-23,2026-01-23,paid,credit_card
PRM002507,P00162,C00070,798.00,quarterly,Under 35,2026-01-23,2026-01-21,paid,cheque
PRM002508,P00145,C00150,108.00,monthly,55-64,2026-01-24,2026-01-22,paid,credit_card
PRM002509,P00044,C00128,138.00,monthly,35-44,2026-01-25,2026-01-23,paid,pad
PRM002510,P00119,C00094,108.00,monthly,55-64,2026-01-25,2026-01-25,paid,credit_card
PRM002511,P00125,C00027,336.00,monthly,65-74,2026-01-25,2026-01-24,paid,credit_card
PRM002512,P00159,C00004,254.15,monthly,35-44,2026-01-25,2026-01-25,paid,credit_card
PRM002513,P00014,C00040,108.00,monthly,65-74,2026-01-26,2026-01-24,paid,pad
PRM002514,P00043,C00060,91.00,monthly,Under 35,2026-01-26,2026-01-23,paid,credit_card
PRM002515,P00073,C00111,210.60,monthly,55-64,2026-01-26,2026-01-25,paid,cheque
PRM002516,P00078,C00113,205.20,monthly,55-64,2026-01-26,2026-01-24,paid,pad
PRM002517,P00117,C00014,112.00,monthly,75+,2026-01-26,2026-01-26,paid,credit_card
PRM002518,P00069,C00005,384.00,monthly,75+,2026-01-27,2026-01-26,paid,cheque
PRM002519,P00092,C00126,45.00,monthly,Under 35,2026-01-27,2026-01-25,paid,pad
PRM002520,P00096,C00008,63.00,monthly,55-64,2026-01-27,2026-01-24,paid,credit_card
PRM002521,P00148,C00002,384.00,monthly,75+,2026-01-27,2026-01-24,paid,pad
PRM002522,P00018,C00149,117.00,monthly,Under 35,2026-01-28,,missed,
PRM002523,P00046,C00149,364.00,monthly,Under 35,2026-01-28,2026-01-26,paid,credit_card
PRM002524,P00050,C00034,66.50,monthly,Under 35,2026-01-28,2026-01-25,paid,pad
PRM002525,P00054,C00150,290.70,monthly,55-64,2026-01-28,2026-01-27,paid,credit_card
PRM002526,P00077,C00147,91.00,monthly,Under 35,2026-01-28,2026-01-26,paid,credit_card
PRM002527,P00101,C00068,63.00,monthly,55-64,2026-01-28,2026-01-25,paid,credit_card
PRM002528,P00110,C00093,112.00,monthly,75+,2026-01-28,2026-01-26,paid,credit_card
PRM002529,P00121,C00063,63.00,monthly,55-64,2026-01-28,2026-01-28,paid,pad
PRM002530,P00158,C00008,290.70,monthly,55-64,2026-01-28,2026-01-28,paid,credit_card
PRM002531,P00177,C00095,76.48,monthly,35-44,2026-01-28,2026-01-27,paid,cheque
PRM002532,P00026,C00058,410.40,monthly,55-64,2026-01-29,2026-01-27,paid,credit_card
PRM002533,P00095,C00085,851.20,monthly,75+,2026-01-30,2026-01-28,paid,pad
PRM002534,P00171,C00076,272.00,monthly,75+,2026-02-01,2026-02-01,paid,pad
PRM002535,P00013,C00034,161.50,monthly,Under 35,2026-02-02,2026-02-02,paid,credit_card
PRM002536,P00015,C00059,272.00,monthly,75+,2026-02-02,2026-01-30,paid,cheque
PRM002537,P00023,C00058,108.00,monthly,55-64,2026-02-02,2026-01-30,paid,credit_card
PRM002538,P00030,C00139,60.00,monthly,Under 35,2026-02-02,2026-01-30,paid,cheque
PRM002539,P00111,C00134,140.00,monthly,Under 35,2026-02-02,2026-02-01,paid,credit_card
PRM002540,P00126,C00089,272.00,monthly,75+,2026-02-02,2026-02-02,paid,pad
PRM002541,P00027,C00025,84.00,monthly,65-74,2026-02-03,2026-02-01,paid,pad
PRM002542,P00037,C00102,45.00,monthly,Under 35,2026-02-03,2026-02-01,paid,credit_card
PRM002543,P00038,C00022,84.00,monthly,45-54,2026-02-03,2026-02-02,paid,cheque
PRM002544,P00075,C00100,144.00,monthly,75+,2026-02-03,2026-02-01,paid,credit_card
PRM002545,P00087,C00023,76.48,monthly,35-44,2026-02-03,2026-01-31,paid,pad
PRM002546,P00102,C00148,655.20,quarterly,65-74,2026-02-03,2026-02-02,paid,credit_card
PRM002547,P00105,C00106,272.00,monthly,75+,2026-02-03,2026-02-01,paid,pad
PRM002548,P00144,C00131,205.20,monthly,65-74,2026-02-03,2026-02-03,paid,pad
PRM002549,P00019,C00014,272.00,monthly,75+,2026-02-04,2026-02-02,paid,credit_card
PRM002550,P00051,C00033,168.00,monthly,45-54,2026-02-04,2026-02-22,late,credit_card
PRM002551,P00055,C00117,117.00,monthly,Under 35,2026-02-04,2026-02-02,paid,pad
PRM002552,P00072,C00070,91.00,monthly,Under 35,2026-02-04,2026-02-03,paid,cheque
PRM002553,P00127,C00041,51.75,monthly,35-44,2026-02-04,2026-02-03,paid,cheque
PRM002554,P00160,C00018,85.00,monthly,Under 35,2026-02-04,2026-02-03,paid,cheque
PRM002555,P00022,C00006,144.00,monthly,65-74,2026-02-05,2026-02-03,paid,cheque
PRM002556,P00081,C00066,218.40,monthly,45-54,2026-02-05,2026-02-03,paid,pad
PRM002557,P00093,C00023,134.55,monthly,35-44,2026-02-05,2026-02-03,paid,credit_card
PRM002558,P00164,C00084,499.20,monthly,75+,2026-02-05,2026-02-05,paid,cheque
PRM002559,P00082,C00143,63.00,monthly,45-54,2026-02-06,2026-02-04,Paid ,cheque
PRM002560,P00135,C00135,448.00,monthly,75+,2026-02-06,2026-02-13,late,pad
PRM002561,P00065,C00047,192.00,monthly,75+,2026-02-07,2026-02-06,paid,credit_card
PRM002562,P00094,C00056,45.00,monthly,Under 35,2026-02-07,2026-02-04,paid,pad
PRM002563,P00133,C00097,530.40,monthly,65-74,2026-02-07,2026-02-12,late,credit_card
PRM002564,P00136,C00102,45.00,monthly,Under 35,2026-02-07,2026-02-07,paid,cheque
PRM002565,P00104,C00100,112.00,monthly,75+,2026-02-08,2026-02-08,paid,credit_card
PRM002566,P00106,C00045,185.72,monthly,35-44,2026-02-08,2026-02-05,paid,cheque
PRM002567,P00152,C00093,384.00,monthly,75+,2026-02-08,2026-02-06,paid,cheque
PRM002568,P00024,C00013,358.80,monthly,35-44,2026-02-09,2026-02-07,paid,cheque
PRM002569,P00085,C00054,384.00,monthly,75+,2026-02-09,2026-02-08,paid,pad
PRM002570,P00131,C00067,45.00,monthly,Under 35,2026-02-09,2026-02-07,paid,cheque
PRM002571,P00147,C00057,35.00,monthly,Under 35,2026-02-09,2026-02-08,paid,cheque
PRM002572,P00165,C00010,85.00,monthly,Under 35,2026-02-09,2026-02-06,paid,cheque
PRM002573,P00180,C00028,478.80,monthly,55-64,2026-02-09,2026-02-09,paid,cheque
PRM002574,P00009,C00037,756.00,quarterly,55-64,2026-02-10,2026-02-10,paid,pad
PRM002575,P00049,C00038,288.00,monthly,65-74,2026-02-10,2026-02-07,paid,pad
PRM002576,P00057,C00033,49.00,monthly,45-54,2026-02-10,2026-02-23,late,pad
PRM002577,P00047,C00088,$76.48 CAD,monthly,35-44,2026-02-11,2026-02-11,Paid ,pad
PRM002578,P00112,C00122,85.00,monthly,Under 35,2026-02-11,2026-02-08,paid,cheque
PRM002579,P00124,C00119,280.80,monthly,65-74,2026-02-11,2026-02-11,paid,cheque
PRM002580,P00130,C00142,707.20,monthly,75+,2026-02-11,2026-02-08,paid,pad
PRM002581,P00003,C00107,85.00,monthly,Under 35,2026-02-12,2026-02-10,paid,credit_card
PRM002582,P00122,C00118,112.00,monthly,75+,2026-02-12,2026-03-10,late,credit_card
PRM002583,P00173,C00051,448.00,monthly,75+,2026-02-12,2026-02-11,paid,cheque
PRM002584,P00016,C00001,63.00,monthly,55-64,2026-02-13,,missed,
PRM002585,P00064,C00030,448.00,monthly,75+,2026-02-13,2026-02-12,paid,pad
PRM002586,P00074,C00020,638.40,monthly,65-74,2026-02-13,2026-02-13,paid,cheque
PRM002587,P00132,C00108,49.00,monthly,45-54,2026-02-13,2026-02-13,paid,pad
PRM002588,P00138,C00105,196.00,monthly,45-54,2026-02-13,2026-03-05,late,pad
PRM002589,P00140,C00123,112.00,monthly,75+,2026-02-13,2026-02-13,paid,credit_card
PRM002590,P00179,C00083,448.00,monthly,75+,2026-02-13,2026-02-10,paid,credit_card
PRM002591,P00058,C00077,69.00,monthly,35-44,2026-02-14,2026-02-14,paid,pad
PRM002592,P00123,C00042,108.00,monthly,55-64,2026-02-14,2026-02-13,paid,cheque
PRM002593,P00007,C00140,127.40,monthly,45-54,2026-02-15,2026-02-15,paid,cheque
PRM002594,P00041,C00130,98.32,monthly,35-44,2026-02-15,2026-02-14,paid,cheque
PRM002595,P00059,C00124,85.50,monthly,Under 35,2026-02-15,2026-02-12,paid,credit_card
PRM002596,P00118,C00146,530.40,monthly,65-74,2026-02-15,2026-02-15,paid,cheque
PRM002597,P00137,C00064,397.80,monthly,55-64,2026-02-15,2026-02-13,paid,cheque
PRM002598,P00176,C00081,120.75,quarterly,35-44,2026-02-15,2026-02-15,paid,pad
PRM002599,P00020,C00131,638.40,monthly,65-74,2026-02-16,2026-02-13,paid,pad
PRM002600,P00048,C00041,207.00,quarterly,35-44,2026-02-16,2026-02-20,late,credit_card
PRM002601,P00156,C00127,266.00,monthly,Under 35,2026-02-16,2026-02-28,late,credit_card
PRM002602,P00060,C00047,1123.20,quarterly,75+,2026-02-17,2026-02-15,paid,credit_card
PRM002603,P00108,C00060,85.00,monthly,Under 35,2026-02-17,2026-02-14,paid,cheque
PRM002604,P00142,C00091,161.50,monthly,Under 35,2026-02-17,2026-02-15,paid,cheque
PRM002605,P00174,C00031,243.00,quarterly,55-64,2026-02-17,2026-02-16,paid,pad
PRM002606,P00025,C00085,499.20,monthly,75+,2026-02-18,2026-02-15,paid,pad
PRM002607,P00035,C00050,84.00,monthly,65-74,2026-02-18,2026-02-17,paid,cheque
PRM002608,P00154,C00123,374.40,monthly,75+,2026-02-18,2026-02-18,paid,cheque
PRM002609,P00045,C00103,131.10,monthly,35-44,2026-02-19,2026-02-16,paid,pad
PRM002610,P00120,C00021,262.20,monthly,35-44,2026-02-19,2026-02-17,paid,pad
PRM002611,P00149,C00011,678.30,quarterly,45-54,2026-02-19,2026-02-18,paid,credit_card
PRM002612,P00001,C00151,384.00,monthly,75+,2026-02-20,2026-02-19,paid,cheque
PRM002613,P00005,C00041,97.75,monthly,35-44,2026-02-20,2026-02-17,paid,pad
PRM002614,P00010,C00065,216.00,monthly,55-64,2026-02-20,2026-02-20,paid,cheque
PRM002615,P00098,C00089,192.00,monthly,75+,2026-02-20,2026-02-20,paid,cheque
PRM002616,P00076,C00021,262.20,monthly,35-44,2026-02-21,2026-02-20,paid,credit_card
PRM002617,P00042,C00129,478.80,monthly,55-64,2026-02-22,2026-02-22,paid,credit_card
PRM002618,P00086,C00109,374.40,monthly,75+,2026-02-22,2026-02-25,late,cheque
PRM002619,P00090,C00012,216.00,monthly,55-64,2026-02-22,2026-02-21,paid,cheque
PRM002620,P00028,C00138,80.50,monthly,35-44,2026-02-23,2026-02-21,paid,credit_card
PRM002621,P00056,C00003,120.00,monthly,Under 35,2026-02-23,2026-03-04,late,cheque
PRM002622,P00114,C00025,84.00,monthly,65-74,2026-02-23,2026-02-22,paid,pad
PRM002623,P00151,C00091,364.00,monthly,Under 35,2026-02-23,2026-02-21,paid,credit_card
PRM002624,P00029,C00044,189.00,quarterly,45-54,2026-02-24,2026-02-22,paid,cheque
PRM002625,P00145,C00150,108.00,monthly,55-64,2026-02-24,2026-02-23,paid,credit_card
PRM002626,P00044,C00128,138.00,monthly,35-44,2026-02-25,2026-02-25,paid,cheque
PRM002627,P00119,C00094,108.00,monthly,55-64,2026-02-25,2026-02-22,paid,cheque
PRM002628,P00125,C00027,336.00,monthly,65-74,2026-02-25,2026-02-25,paid,credit_card
PRM002629,P00159,C00004,254.15,monthly,35-44,2026-02-25,2026-02-23,paid,credit_card
PRM002630,P00014,C00040,108.00,monthly,65-74,2026-02-26,2026-02-26,paid,cheque
PRM002631,P00043,C00060,91.00,monthly,Under 35,2026-02-26,2026-02-25,paid,pad
PRM002632,P00073,C00111,210.60,monthly,55-64,2026-02-26,2026-02-24,paid,credit_card
PRM002633,P00078,C00113,205.20,monthly,55-64,2026-02-26,2026-02-24,paid,pad
PRM002634,P00097,C00068,461.70,quarterly,55-64,2026-02-26,2026-03-12,late,pad
PRM002635,P00117,C00014,112.00,monthly,75+,2026-02-26,2026-02-23,paid,credit_card
PRM002636,P00069,C00005,384.00,monthly,75+,2026-02-27,2026-02-25,paid,cheque
PRM002637,P00092,C00126,45.00,monthly,Under 35,2026-02-27,2026-02-27,paid,pad
PRM002638,P00096,C00008,63.00,monthly,55-64,2026-02-27,2026-02-25,paid,credit_card
PRM002639,P00148,C00002,384.00,monthly,75+,2026-02-27,2026-02-26,paid,credit_card
PRM002640,P00018,C00149,117.00,monthly,Under 35,2026-02-28,2026-03-21,late,pad
PRM002641,P00026,C00058,410.40,monthly,55-64,02/28/2026,2026-02-27,paid,pad
PRM002642,P00046,C00149,364.00,monthly,Under 35,2026-02-28,2026-03-12,late,pad
PRM002643,P00050,C00034,66.50,monthly,Under 35,2026-02-28,2026-02-28,paid,pad
PRM002644,P00054,C00150,290.70,monthly,55-64,2026-02-28,2026-02-28,paid,credit_card
PRM002645,P00077,C00147,91.00,monthly,Under 35,2026-02-28,2026-02-27,paid,credit_card
PRM002646,P00095,C00085,851.20,monthly,75+,2026-02-28,2026-02-26,paid,credit_card
PRM002647,P00101,C00068,63.00,monthly,55-64,2026-02-28,2026-02-25,paid,pad
PRM002648,P00110,C00093,112.00,monthly,75+,2026-02-28,2026-02-28,paid,pad
PRM002649,P00121,C00063,63.00,monthly,55-64,2026-02-28,2026-03-27,late,cheque
PRM002650,P00158,C00008,290.70,monthly,55-64,2026-02-28,2026-02-26,paid,credit_card
PRM002651,P00177,C00095,76.48,monthly,35-44,2026-02-28,2026-02-26,paid,cheque
PRM002652,P00171,C00076,272.00,monthly,75+,2026-03-01,2026-02-26,paid,cheque
PRM002653,P00013,C00034,161.50,monthly,Under 35,2026-03-02,2026-03-02,paid,credit_card
PRM002654,P00015,C00059,272.00,monthly,75+,2026-03-02,2026-02-27,paid,cheque
PRM002655,P00023,C00058,108.00,monthly,55-64,2026-03-02,2026-02-27,paid,credit_card
PRM002656,P00030,C00139,60.00,monthly,Under 35,2026-03-02,2026-03-01,paid,credit_card
PRM002657,P00111,C00134,140.00,monthly,Under 35,2026-03-02,2026-02-27,paid,credit_card
PRM002658,P00126,C00089,272.00,monthly,75+,2026-03-02,2026-02-28,paid,cheque
PRM002659,P00027,C00025,84.00,monthly,65-74,2026-03-03,2026-03-01,paid,cheque
PRM002660,P00037,C00102,45.00,monthly,Under 35,2026-03-03,2026-02-28,paid,credit_card
PRM002661,P00038,C00022,84.00,monthly,45-54,2026-03-03,2026-02-28,paid,cheque
PRM002662,P00075,C00100,144.00,monthly,75+,2026-03-03,2026-03-03,paid,cheque
PRM002663,P00087,C00023,76.48,monthly,35-44,2026-03-03,2026-03-02,paid,cheque
PRM002664,P00105,C00106,272.00,monthly,75+,2026-03-03,2026-03-02,paid,credit_card
PRM002665,P00144,C00131,205.20,monthly,65-74,2026-03-03,2026-02-28,paid,pad
PRM002666,P00019,C00014,272.00,monthly,75+,2026-03-04,2026-03-03,paid,pad
PRM002667,P00051,C00033,168.00,monthly,45-54,2026-03-04,2026-03-01,paid,pad
PRM002668,P00055,C00117,117.00,monthly,Under 35,2026-03-04,2026-03-03,paid,pad
PRM002669,P00072,C00070,91.00,monthly,Under 35,2026-03-04,2026-03-04,paid,pad
PRM002670,P00088,C00100,1550.40,quarterly,75+,2026-03-04,2026-03-14,late,credit_card
PRM002671,P00127,C00041,51.75,monthly,35-44,2026-03-04,2026-03-01,paid,pad
PRM002672,P00160,C00018,85.00,monthly,Under 35,2026-03-04,2026-03-01,paid,pad
PRM002673,P00022,C00006,144.00,monthly,65-74,2026-03-05,2026-03-03,paid,credit_card
PRM002674,P00081,C00066,218.40,monthly,45-54,2026-03-05,2026-03-02,paid,pad
PRM002675,P00093,C00023,134.55,monthly,35-44,2026-03-05,2026-03-04,paid,pad
PRM002676,P00164,C00084,499.20,monthly,75+,2026-03-05,2026-03-04,paid,credit_card
PRM002677,P00082,C00143,63.00,monthly,45-54,2026-03-06,2026-03-06,paid,pad
PRM002678,P00135,C00135,448.00,monthly,75+,2026-03-06,2026-03-22,late,credit_card
PRM002679,P00065,C00047,192.00,monthly,75+,2026-03-07,2026-03-04,paid,cheque
PRM002680,P00094,C00056,45.00,monthly,Under 35,2026-03-07,2026-03-05,paid,pad
PRM002681,P00133,C00097,530.40,monthly,65-74,2026-03-07,2026-03-06,paid,pad
PRM002682,P00136,C00102,45.00,monthly,Under 35,2026-03-07,2026-03-05,paid,credit_card
PRM002683,P00104,C00100,112.00,monthly,75+,2026-03-08,2026-03-08,paid,cheque
PRM002684,P00106,C00045,185.72,monthly,35-44,2026-03-08,2026-03-06,paid,pad
PRM002685,P00152,C00093,384.00,monthly,75+,2026-03-08,2026-03-05,paid,cheque
PRM002686,P00024,C00013,358.80,monthly,35-44,2026-03-09,2026-03-08,paid,pad
PRM002687,P00085,C00054,384.00,monthly,75+,2026-03-09,2026-03-08,paid,credit_card
PRM002688,P00089,C00099,189.00,quarterly,45-54,2026-03-09,2026-03-08,paid,pad
PRM002689,P00131,C00067,45.00,monthly,Under 35,2026-03-09,2026-03-06,paid,credit_card
PRM002690,P00147,C00057,35.00,monthly,Under 35,2026-03-09,2026-03-17,late,cheque
PRM002691,P00165,C00010,85.00,monthly,Under 35,2026-03-09,2026-03-08,paid,credit_card
PRM002692,P00180,C00028,478.80,monthly,55-64,2026-03-09,2026-03-07,paid,pad
PRM002693,P00049,C00038,288.00,monthly,65-74,2026-03-10,2026-03-08,paid,pad
PRM002694,P00057,C00033,49.00,monthly,45-54,2026-03-10,2026-03-17,late,pad
PRM002695,P00175,C00024,180.00,quarterly,Under 35,2026-03-10,2026-03-08,paid,cheque
PRM002696,P00047,C00088,76.48,monthly,35-44,2026-03-11,2026-03-09,paid,credit_card
PRM002697,P00112,C00122,85.00,monthly,Under 35,2026-03-11,2026-03-09,paid,pad
PRM002698,P00124,C00119,280.80,monthly,65-74,2026-03-11,2026-03-09,paid,credit_card
PRM002699,P00130,C00142,707.20,monthly,75+,2026-03-11,2026-03-09,paid,pad
PRM002700,P00003,C00107,85.00,monthly,Under 35,2026-03-12,2026-03-09,paid,cheque
PRM002701,P00122,C00118,112.00,monthly,75+,03/12/2026,2026-03-11,Paid ,pad
PRM002702,P00173,C00051,448.00,monthly,75+,2026-03-12,2026-03-10,paid,pad
PRM002703,P00016,C00001,63.00,monthly,55-64,2026-03-13,2026-03-13,paid,pad
PRM002704,P00064,C00030,448.00,monthly,75+,2026-03-13,2026-03-19,late,credit_card
PRM002705,P00066,C00064,842.40,quarterly,55-64,2026-03-13,2026-03-13,paid,cheque
PRM002706,P00074,C00020,638.40,monthly,65-74,2026-03-13,2026-03-10,paid,credit_card
PRM002707,P00080,C00042,615.60,quarterly,55-64,2026-03-13,2026-03-11,paid,pad
PRM002708,P00132,C00108,49.00,monthly,45-54,2026-03-13,2026-03-13,paid,pad
PRM002709,P00138,C00105,196.00,monthly,45-54,2026-03-13,2026-03-10,paid,cheque
PRM002710,P00140,C00123,112.00,monthly,75+,2026-03-13,2026-03-12,paid,credit_card
PRM002711,P00179,C00083,448.00,monthly,75+,2026-03-13,2026-03-10,paid,pad
PRM002712,P00058,C00077,69.00,monthly,35-44,2026-03-14,2026-03-14,paid,cheque
PRM002713,P00123,C00042,108.00,monthly,55-64,2026-03-14,2026-03-13,paid,pad
PRM002714,P00007,C00140,127.40,monthly,45-54,2026-03-15,2026-03-12,paid,cheque
PRM002715,P00041,C00130,98.32,monthly,35-44,2026-03-15,2026-03-14,paid,credit_card
PRM002716,P00059,C00124,85.50,monthly,Under 35,2026-03-15,2026-03-25,late,credit_card
PRM002717,P00107,C00099,491.40,quarterly,45-54,2026-03-15,2026-03-12,paid,pad
PRM002718,P00118,C00146,530.40,monthly,65-74,2026-03-15,2026-03-13,paid,credit_card
PRM002719,P00137,C00064,397.80,monthly,55-64,2026-03-15,2026-03-15,paid,credit_card
PRM002720,P00020,C00131,638.40,monthly,65-74,2026-03-16,2026-03-30,late,pad
PRM002721,P00156,C00127,266.00,monthly,Under 35,2026-03-16,2026-03-15,paid,cheque
PRM002722,P00108,C00060,85.00,monthly,Under 35,2026-03-17,2026-03-14,paid,pad
PRM002723,P00142,C00091,161.50,monthly,Under 35,2026-03-17,2026-03-16,paid,credit_card
PRM002724,P00025,C00085,499.20,monthly,75+,2026-03-18,2026-03-15,paid,credit_card
PRM002725,P00035,C00050,84.00,monthly,65-74,2026-03-18,2026-03-17,paid,cheque
PRM002726,P00154,C00123,374.40,monthly,75+,2026-03-18,2026-03-17,paid,credit_card
PRM002727,P00172,C00137,842.40,quarterly,65-74,2026-03-18,2026-04-16,late,cheque
PRM002728,P00045,C00103,131.10,monthly,35-44,2026-03-19,2026-03-18,paid,cheque
PRM002729,P00120,C00021,262.20,monthly,35-44,2026-03-19,2026-03-16,paid,credit_card
PRM002730,P00001,C00151,384.00,monthly,75+,2026-03-20,2026-03-18,paid,pad
PRM002731,P00005,C00041,97.75,monthly,35-44,2026-03-20,2026-03-18,paid,credit_card
PRM002732,P00010,C00065,216.00,monthly,55-64,2026-03-20,2026-03-19,paid,credit_card
PRM002733,P00098,C00089,192.00,monthly,75+,2026-03-20,2026-03-18,paid,credit_card
PRM002734,P00128,C00006,324.00,quarterly,65-74,2026-03-20,2026-04-07,late,pad
PRM002735,P00076,C00021,262.20,monthly,35-44,2026-03-21,2026-03-20,paid,credit_card
PRM002736,P00042,C00129,478.80,monthly,55-64,2026-03-22,2026-03-19,paid,pad
PRM002737,P00086,C00109,374.40,monthly,75+,2026-03-22,2026-03-19,paid,credit_card
PRM002738,P00090,C00012,216.00,monthly,55-64,2026-03-22,2026-03-19,paid,credit_card
PRM002739,P00028,C00138,80.50,monthly,35-44,2026-03-23,2026-03-22,paid,credit_card
PRM002740,P00056,C00003,120.00,monthly,Under 35,2026-03-23,2026-03-22,paid,pad
